loan_id,customer_id,branch_id,loan_type,principal,outstanding,interest_rate,emi,tenure_months,disbursed_date,status,dpd
LN00001849,CUST0008442,BR0004,PersonalLoan,103027.53,53225.4,11.46,4474.33,24,2019-10-10,Active,0
LN00001850,CUST0000372,BR0036,PersonalLoan,984383.61,14736.5,10.49,8060.1,48,2021-10-31,Active,0
LN00001851,CUST0009652,BR0047,HomeLoan,254205.68,3351221.58,16.04,5574.27,48,2024-02-04,Active,0
LN00001852,CUST0002869,BR0021,HomeLoan,24647.94,72619.5,11.15,13396.98,84,2023-08-23,Active,0
LN00001853,CUST0008780,BR0022,PersonalLoan,58362.53,556145.1,10.28,2485.68,36,2024-01-26,Active,0
LN00001854,CUST0005796,BR0027,HomeLoan,63697.89,113779.93,6.86,10368.27,240,2023-09-15,Active,0
LN00001855,CUST0002090,BR0024,HomeLoan,33389.0,469323.98,15.59,7652.2,84,2025-09-16,Active,0
LN00001856,CUST0009576,BR0030,HomeLoan,1144255.9,669167.98,14.87,6849.94,180,2020-06-22,Active,0
LN00001857,CUST0007551,BR0049,PersonalLoan,315268.36,28854.05,14.72,2885.44,120,2022-09-20,Active,0
LN00001858,CUST0002551,BR0016,HomeLoan,111786.28,39161.22,7.73,5254.29,240,2026-01-28,Closed,0
LN00001859,CUST0004496,BR0003,HomeLoan,10597.23,58561.63,13.57,1413.56,180,2019-10-30,Active,0
LN00001860,CUST0003259,BR0015,AutoLoan,145346.68,43444.03,11.33,6396.68,12,2020-11-05,Active,0
LN00001861,CUST0002557,BR0041,HomeLoan,318803.16,73207.87,9.42,6553.62,240,2020-10-19,Active,0
LN00001862,CUST0007521,BR0040,HomeLoan,199297.84,172272.89,11.44,1482.55,120,2023-10-26,Active,0
LN00001863,CUST0009515,BR0044,HomeLoan,240860.73,4837.75,8.82,13087.65,180,2025-12-10,Active,0
LN00001864,CUST0003646,BR0007,EducationLoan,891006.39,166404.97,13.69,1892.67,12,2021-09-16,Active,0
LN00001865,CUST0005396,BR0020,HomeLoan,63723.8,38253.58,8.06,11710.1,12,2023-12-11,Active,0
LN00001866,CUST0008030,BR0019,AutoLoan,54264.78,22568.73,14.04,38609.65,240,2020-10-25,Active,0
LN00001867,CUST0002210,BR0037,AutoLoan,284253.96,62092.4,12.74,7321.48,84,2023-03-19,Closed,0
LN00001868,CUST0009507,BR0035,HomeLoan,152891.42,90667.57,6.57,2533.82,240,2025-06-25,Active,0
LN00001869,CUST0008803,BR0040,HomeLoan,95138.27,79493.06,10.52,10594.86,24,2025-11-20,Active,0
LN00001870,CUST0004947,BR0040,EducationLoan,134109.57,495384.93,16.03,5490.04,60,2025-08-30,Closed,0
LN00001871,CUST0002013,BR0003,HomeLoan,10611.73,166820.2,15.55,10084.28,12,2021-03-21,Active,152
LN00001872,CUST0002399,BR0023,PersonalLoan,224798.17,53844.79,7.04,26586.31,84,2020-08-07,Active,0
LN00001873,CUST0002446,BR0002,HomeLoan,1613698.66,50400.92,12.34,6078.98,60,2019-03-13,Closed,0
LN00001874,CUST0001485,BR0046,PersonalLoan,38854.38,84886.8,8.29,4264.68,240,2021-12-22,NPA,0
LN00001875,CUST0001010,BR0007,HomeLoan,25275.26,330649.76,6.69,5220.57,120,2024-05-29,Active,0
LN00001876,CUST0002344,BR0035,EducationLoan,164708.37,3788.95,14.16,2123.73,240,2021-05-30,Active,0
LN00001877,CUST0004416,BR0018,AutoLoan,591719.86,12597.9,10.43,3482.27,12,2022-11-21,Active,0
LN00001878,CUST0001600,BR0007,PersonalLoan,118049.43,521457.17,16.26,2547.26,180,2021-02-17,Active,0
LN00001879,CUST0000552,BR0019,HomeLoan,20132.05,67950.6,12.7,13794.42,36,2024-04-14,Active,0
LN00001880,CUST0002132,BR0026,EducationLoan,42703.73,56559.15,13.22,1640.22,180,2025-11-13,Active,52
LN00001881,CUST0005134,BR0009,EducationLoan,898948.61,108241.84,6.77,4455.04,120,2020-05-21,Active,0
LN00001882,CUST0004543,BR0033,HomeLoan,469880.48,146511.82,9.87,3550.4,48,2020-04-16,Active,0
LN00001883,CUST0000882,BR0039,HomeLoan,128384.65,62974.57,7.4,28699.3,84,2020-08-10,Closed,0
LN00001884,CUST0008338,BR0001,PersonalLoan,21731.85,11022.61,9.23,2567.12,48,2025-09-05,Closed,0
LN00001885,CUST0007700,BR0039,AutoLoan,88498.18,888.69,13.56,1223.42,24,2022-11-15,NPA,0
LN00001886,CUST0004122,BR0004,HomeLoan,27588.53,26327.04,13.54,1094.48,180,2020-09-29,Active,0
LN00001887,CUST0006960,BR0023,GoldLoan,58877.83,39330.05,10.38,3507.57,180,2022-08-16,Active,0
LN00001888,CUST0001085,BR0047,PersonalLoan,289241.13,31837.9,14.27,4009.69,240,2022-08-09,Closed,0
LN00001889,CUST0004397,BR0043,GoldLoan,1544533.75,13063.54,12.79,5504.26,36,2024-10-02,Active,0
LN00001890,CUST0003560,BR0006,HomeLoan,474290.91,137535.49,7.67,5626.78,48,2019-12-31,Closed,0
LN00001891,CUST0004609,BR0012,HomeLoan,498809.63,69390.64,15.45,4565.46,60,2019-03-15,Active,0
LN00001892,CUST0005810,BR0003,PersonalLoan,472427.67,2632.38,14.36,3229.54,36,2023-10-25,Active,0
LN00001893,CUST0008908,BR0019,PersonalLoan,371571.29,63334.24,11.13,1680.47,12,2023-04-14,Closed,0
LN00001894,CUST0006811,BR0016,GoldLoan,21906.42,92278.81,10.57,11294.15,60,2022-07-25,Closed,0
LN00001895,CUST0001503,BR0040,PersonalLoan,25066.39,30928.18,7.15,9348.91,24,2020-02-07,Closed,114
LN00001896,CUST0006075,BR0018,GoldLoan,74814.33,2658.9,6.85,14161.78,36,2024-03-12,Closed,0
LN00001897,CUST0007005,BR0030,HomeLoan,721054.94,28279.11,10.5,9719.33,60,2022-04-24,Active,0
LN00001898,CUST0006826,BR0013,PersonalLoan,238844.25,300118.8,13.66,16521.95,60,2021-10-25,Closed,0
LN00001899,CUST0005976,BR0029,PersonalLoan,200416.27,8182.92,13.72,7675.35,48,2022-02-14,Active,0
LN00001900,CUST0005249,BR0009,HomeLoan,232136.05,15518.47,10.1,2535.38,180,2019-11-01,Active,86
LN00001901,CUST0000838,BR0043,AutoLoan,130865.06,22133.32,14.37,2231.61,240,2022-12-19,Active,0
LN00001902,CUST0004443,BR0046,HomeLoan,166763.92,15762.8,11.52,3566.92,180,2023-06-21,NPA,0
LN00001903,CUST0003942,BR0039,HomeLoan,98370.03,24147.1,14.61,2484.28,240,2021-09-07,Closed,0
LN00001904,CUST0001299,BR0037,AutoLoan,472395.55,204895.2,9.96,2911.57,180,2019-05-01,Closed,0
LN00001905,CUST0007820,BR0036,PersonalLoan,10632.18,43505.07,9.71,2588.27,84,2022-04-26,NPA,0
LN00001906,CUST0004070,BR0023,HomeLoan,449963.16,21867.6,12.44,2599.14,24,2021-04-17,Active,0
LN00001907,CUST0001912,BR0031,HomeLoan,316650.41,69152.75,9.4,4130.32,36,2022-06-05,Active,0
LN00001908,CUST0006763,BR0005,HomeLoan,103314.96,67425.73,15.7,6825.85,12,2021-02-20,Active,0
LN00001909,CUST0005010,BR0040,AutoLoan,42375.38,839511.06,7.8,14361.02,24,2022-01-27,Closed,0
LN00001910,CUST0003745,BR0033,PersonalLoan,438766.65,51907.85,12.68,6460.61,120,2024-08-08,Restructured,0
LN00001911,CUST0008730,BR0042,GoldLoan,210051.02,48724.13,8.17,11648.46,12,2023-09-02,Active,0
LN00001912,CUST0008036,BR0041,EducationLoan,305387.82,76410.04,13.3,1836.02,180,2023-02-23,Active,0
LN00001913,CUST0002301,BR0020,AutoLoan,165821.48,228480.22,14.97,15775.36,120,2022-08-15,Closed,0
LN00001914,CUST0009457,BR0022,PersonalLoan,19711.04,36716.33,13.72,5793.46,12,2021-11-27,Active,0
LN00001915,CUST0000652,BR0035,PersonalLoan,297122.2,188860.25,14.2,10054.77,48,2025-07-23,Active,0
LN00001916,CUST0004361,BR0021,PersonalLoan,196432.44,146679.42,8.0,7276.71,120,2025-09-07,Active,0
LN00001917,CUST0003067,BR0038,PersonalLoan,17310.46,71773.26,12.39,4659.56,48,2022-03-03,Active,0
LN00001918,CUST0007897,BR0016,HomeLoan,62132.5,196682.41,8.49,4608.1,240,2023-08-17,Active,165
LN00001919,CUST0001613,BR0032,PersonalLoan,344940.53,2894.22,14.88,2494.19,24,2025-10-20,Active,0
LN00001920,CUST0000678,BR0034,PersonalLoan,44672.74,63136.2,9.75,7462.14,12,2022-11-06,Restructured,0
LN00001921,CUST0005302,BR0033,AutoLoan,48268.56,38243.63,13.61,4292.1,84,2020-03-08,NPA,0
LN00001922,CUST0008994,BR0032,HomeLoan,178201.84,9707.12,10.83,4743.95,240,2020-12-28,Active,0
LN00001923,CUST0005781,BR0005,PersonalLoan,586933.66,14776.11,10.43,937.85,180,2021-04-26,Active,0
LN00001924,CUST0003318,BR0033,PersonalLoan,140284.61,1620.04,13.45,10033.01,12,2021-01-17,Active,0
LN00001925,CUST0003612,BR0011,PersonalLoan,150173.44,10179.28,10.57,6126.68,240,2019-06-02,Active,0
LN00001926,CUST0006287,BR0021,PersonalLoan,642815.78,92748.39,14.68,4348.7,36,2020-12-04,Active,0
LN00001927,CUST0001630,BR0036,PersonalLoan,889470.3,29416.79,7.78,13719.83,12,2020-05-21,Active,0
LN00001928,CUST0008694,BR0025,HomeLoan,168092.58,11362.33,15.24,3008.68,240,2023-10-01,Active,0
LN00001929,CUST0005475,BR0047,AutoLoan,137462.35,23922.65,9.01,1878.89,120,2019-06-10,Closed,0
LN00001930,CUST0006844,BR0002,HomeLoan,1220137.34,89579.41,11.95,2006.0,24,2022-08-17,Active,0
LN00001931,CUST0009293,BR0012,HomeLoan,892465.39,22251.82,7.48,6189.75,48,2020-09-03,Active,126
LN00001932,CUST0007846,BR0010,HomeLoan,244349.85,95794.41,13.29,7927.12,180,2023-10-05,Active,0
LN00001933,CUST0000383,BR0009,HomeLoan,182406.65,44449.78,13.1,5680.24,48,2025-03-13,Active,0
LN00001934,CUST0003888,BR0023,AutoLoan,393863.17,28877.23,13.82,2101.72,48,2024-04-30,Active,0
LN00001935,CUST0007021,BR0035,PersonalLoan,45463.97,51574.75,7.05,2225.25,12,2021-10-27,Active,0
LN00001936,CUST0001590,BR0035,HomeLoan,132030.77,34431.63,7.04,28303.92,180,2021-08-09,Active,0
LN00001937,CUST0007925,BR0049,HomeLoan,263397.98,22958.39,14.04,3165.77,12,2023-04-29,Active,0
LN00001938,CUST0005982,BR0015,HomeLoan,68080.1,41143.31,13.01,21193.89,60,2019-09-29,Active,1
LN00001939,CUST0004693,BR0025,HomeLoan,106503.16,130725.27,12.19,16280.52,120,2023-12-03,Active,106
LN00001940,CUST0000373,BR0030,PersonalLoan,679962.45,58702.91,8.07,15930.54,36,2021-10-23,Restructured,0
LN00001941,CUST0005577,BR0008,EducationLoan,245667.12,616046.76,7.27,3168.3,60,2020-03-15,Active,0
LN00001942,CUST0004424,BR0024,HomeLoan,299222.79,34410.03,12.2,2028.09,120,2023-10-01,Active,0
LN00001943,CUST0001346,BR0007,HomeLoan,267279.9,423317.85,14.71,2513.52,36,2024-08-02,Active,0
LN00001944,CUST0008243,BR0047,HomeLoan,29137.09,1441.05,9.75,1729.17,60,2025-02-09,Closed,0
LN00001945,CUST0001663,BR0046,HomeLoan,193519.02,291289.14,8.45,3130.51,24,2021-10-18,Active,0
LN00001946,CUST0004662,BR0040,AutoLoan,1158202.14,134782.24,11.07,5857.06,12,2023-11-07,Active,0
LN00001947,CUST0003650,BR0044,PersonalLoan,33334.15,373490.99,6.96,3263.11,24,2022-05-23,Active,0
LN00001948,CUST0008105,BR0011,HomeLoan,116120.12,41349.57,16.43,1964.81,24,2020-01-16,Active,0
LN00001949,CUST0009981,BR0041,AutoLoan,1267663.43,47924.18,13.03,3032.7,60,2022-12-14,Active,0
LN00001950,CUST0004123,BR0033,HomeLoan,74769.48,7700.08,9.27,3636.56,12,2020-08-20,Active,0
LN00001951,CUST0007452,BR0028,EducationLoan,641044.51,426979.61,11.65,1992.28,240,2022-10-06,Closed,0
LN00001952,CUST0007413,BR0001,PersonalLoan,38994.69,71785.14,14.38,1873.93,240,2023-06-10,Closed,0
LN00001953,CUST0009021,BR0023,PersonalLoan,37937.41,57294.4,13.53,4774.88,12,2020-08-20,Closed,0
LN00001954,CUST0005289,BR0018,PersonalLoan,39129.55,16443.47,15.08,4848.94,60,2024-05-10,Active,0
LN00001955,CUST0000378,BR0039,HomeLoan,24970.34,1586.19,10.13,2728.84,120,2023-10-05,Active,75
LN00001956,CUST0007978,BR0046,EducationLoan,76180.09,30032.81,15.94,5969.57,24,2023-01-21,Active,0
LN00001957,CUST0009259,BR0042,PersonalLoan,139267.79,14455.64,14.31,4571.15,36,2020-11-24,Closed,0
LN00001958,CUST0006936,BR0033,AutoLoan,40306.86,2147318.67,8.44,10996.95,84,2025-10-03,Active,0
LN00001959,CUST0003012,BR0035,AutoLoan,330156.34,226690.15,9.62,8117.48,84,2025-04-16,Closed,0
LN00001960,CUST0003211,BR0048,EducationLoan,245523.99,11540.04,11.34,4584.88,240,2019-06-15,Closed,0
LN00001961,CUST0009098,BR0041,HomeLoan,982263.59,28506.75,9.85,3924.48,36,2024-09-28,Closed,35
LN00001962,CUST0005573,BR0042,AutoLoan,216776.76,44818.58,9.65,2356.33,240,2019-06-15,Active,0
LN00001963,CUST0005524,BR0046,HomeLoan,78497.98,180400.62,15.51,5448.71,60,2026-01-26,NPA,0
LN00001964,CUST0006367,BR0041,EducationLoan,349359.48,9181.51,7.73,6290.65,84,2020-02-18,Active,4
LN00001965,CUST0006174,BR0005,EducationLoan,228677.24,133077.77,15.71,7828.79,240,2025-09-19,Closed,0
LN00001966,CUST0008926,BR0015,HomeLoan,113240.41,195181.27,13.92,7845.36,36,2022-06-06,Active,0
LN00001967,CUST0004693,BR0044,HomeLoan,55900.61,173819.03,15.31,12128.07,120,2022-04-03,Active,0
LN00001968,CUST0001826,BR0018,HomeLoan,37560.79,366759.97,12.13,2507.13,84,2019-06-15,Active,0
LN00001969,CUST0005136,BR0010,PersonalLoan,137696.85,14303.36,7.83,877.33,84,2024-12-02,Active,0
LN00001970,CUST0007436,BR0028,AutoLoan,278843.88,77102.94,6.6,1804.47,240,2020-05-09,Active,0
LN00001971,CUST0000988,BR0034,AutoLoan,294460.16,66623.75,16.37,5509.98,48,2025-01-20,Active,0
LN00001972,CUST0002077,BR0041,PersonalLoan,107432.13,297998.4,9.56,8140.56,48,2022-12-14,Closed,0
LN00001973,CUST0008251,BR0008,HomeLoan,317768.82,462812.62,13.57,5893.91,36,2020-04-19,Active,0
LN00001974,CUST0002995,BR0016,PersonalLoan,332582.39,69339.97,12.26,3151.47,180,2020-12-13,Closed,0
LN00001975,CUST0005478,BR0039,HomeLoan,463354.26,259947.71,15.63,7303.16,24,2024-12-31,Closed,0
LN00001976,CUST0001264,BR0046,PersonalLoan,35924.51,87090.04,9.9,3843.81,60,2025-09-12,Closed,0
LN00001977,CUST0005015,BR0005,PersonalLoan,516639.51,354866.38,9.43,9574.88,48,2022-10-02,Active,0
LN00001978,CUST0000115,BR0010,EducationLoan,9836.61,627345.17,14.7,7755.42,12,2025-11-02,Closed,0
LN00001979,CUST0002512,BR0013,HomeLoan,382166.13,65901.43,15.66,4105.97,240,2021-09-02,Active,0
LN00001980,CUST0006365,BR0002,HomeLoan,889738.41,180868.91,7.37,4734.05,240,2023-09-13,Active,0
LN00001981,CUST0002600,BR0045,PersonalLoan,58376.58,217877.17,12.57,2756.79,36,2021-01-01,Active,0
LN00001982,CUST0007909,BR0014,PersonalLoan,67311.68,53894.45,14.97,13699.09,12,2020-08-08,Active,0
LN00001983,CUST0000645,BR0023,EducationLoan,248087.77,366363.51,8.41,13120.15,36,2025-02-02,Active,0
LN00001984,CUST0003021,BR0008,EducationLoan,885416.56,45340.1,7.04,18829.94,24,2025-02-02,Active,0
LN00001985,CUST0002734,BR0046,HomeLoan,780871.49,427578.49,8.57,4600.76,240,2021-08-14,Active,0
LN00001986,CUST0005773,BR0037,PersonalLoan,213174.45,910394.48,16.45,3407.99,120,2023-10-22,Active,0
LN00001987,CUST0002778,BR0009,HomeLoan,910571.31,98342.33,11.25,6223.3,12,2022-12-01,Active,0
LN00001988,CUST0003882,BR0018,PersonalLoan,42535.32,3506.95,10.43,13226.62,12,2021-02-05,Active,0
LN00001989,CUST0004765,BR0022,PersonalLoan,15798.68,379264.75,7.73,11952.55,120,2024-04-06,Active,0
LN00001990,CUST0004059,BR0019,AutoLoan,82152.45,140591.72,14.54,5582.02,180,2023-05-01,Closed,0
LN00001991,CUST0009062,BR0001,EducationLoan,191825.4,46425.61,9.98,12969.18,48,2025-10-11,Active,0
LN00001992,CUST0002103,BR0043,PersonalLoan,314187.41,67857.27,13.33,3925.62,12,2026-01-19,Closed,0
LN00001993,CUST0007625,BR0023,HomeLoan,422137.25,102510.33,8.25,8585.21,180,2026-02-25,Closed,0
LN00001994,CUST0007935,BR0007,AutoLoan,490480.21,22783.38,8.91,8685.02,180,2022-01-15,NPA,3
LN00001995,CUST0002642,BR0034,HomeLoan,75343.46,45306.41,9.26,5339.11,48,2022-01-18,Closed,0
LN00001996,CUST0004965,BR0033,PersonalLoan,212320.83,15748.4,10.94,4192.11,60,2023-06-04,Active,0
LN00001997,CUST0005071,BR0038,HomeLoan,725478.3,190174.61,13.1,2041.06,12,2019-12-10,Active,0
LN00001998,CUST0005368,BR0040,HomeLoan,207069.24,10743.22,14.42,6916.15,36,2022-08-04,Active,0
LN00001999,CUST0003368,BR0013,EducationLoan,333207.65,73891.34,12.01,1788.78,84,2025-11-17,Active,0
LN00002000,CUST0004755,BR0011,AutoLoan,658037.35,115257.45,10.58,11542.72,84,2020-08-21,Active,142
LN00002001,CUST0000748,BR0019,HomeLoan,595643.64,167144.0,16.06,3825.45,84,2022-04-10,Closed,0
LN00002002,CUST0005582,BR0029,HomeLoan,262519.23,654223.45,11.89,1800.1,84,2020-09-26,Active,0
LN00002003,CUST0008697,BR0042,HomeLoan,169613.0,26407.91,8.33,518.74,36,2022-06-22,Active,0
LN00002004,CUST0005046,BR0042,HomeLoan,1047427.02,133324.31,15.17,4038.58,120,2025-11-08,Active,0
LN00002005,CUST0007805,BR0032,HomeLoan,562287.67,3811.2,11.3,4570.33,240,2020-01-03,Active,0
LN00002006,CUST0001748,BR0042,HomeLoan,112599.04,12979.65,10.67,31393.86,48,2023-07-13,NPA,0
LN00002007,CUST0008721,BR0023,HomeLoan,328793.61,20226.58,14.54,12473.28,36,2022-01-12,Active,0
LN00002008,CUST0003837,BR0022,AutoLoan,716801.05,18811.36,16.27,14738.74,84,2022-03-23,Closed,0
LN00002009,CUST0008189,BR0009,PersonalLoan,758419.63,297831.58,15.21,2673.04,48,2024-10-03,Active,0
LN00002010,CUST0000010,BR0013,PersonalLoan,292401.89,23814.41,14.08,14342.89,120,2025-01-31,Closed,0
LN00002011,CUST0007387,BR0035,PersonalLoan,159463.26,11857.0,10.72,7084.15,12,2025-08-10,Closed,0
LN00002012,CUST0009560,BR0045,PersonalLoan,193939.42,186460.56,10.82,5892.24,48,2019-03-22,Active,123
LN00002013,CUST0008520,BR0014,PersonalLoan,369013.22,94143.78,8.13,2999.71,48,2023-09-04,Active,0
LN00002014,CUST0002268,BR0047,HomeLoan,29809.53,18163.51,11.39,2036.68,60,2022-09-10,Active,0
LN00002015,CUST0006162,BR0006,PersonalLoan,53395.6,48492.87,10.99,3569.33,36,2026-02-17,NPA,0
LN00002016,CUST0003548,BR0022,PersonalLoan,46207.25,261280.2,7.28,6847.76,180,2023-09-13,Active,0
LN00002017,CUST0001436,BR0019,HomeLoan,291499.79,64742.08,7.25,4548.48,48,2025-08-16,NPA,0
LN00002018,CUST0000365,BR0041,HomeLoan,137434.74,327396.09,14.32,1136.75,120,2022-05-15,NPA,0
LN00002019,CUST0004726,BR0043,PersonalLoan,72523.1,440060.97,11.51,10856.13,180,2022-09-08,NPA,0
LN00002020,CUST0006014,BR0016,PersonalLoan,36403.85,61536.12,7.41,12757.07,36,2020-07-06,Active,0
LN00002021,CUST0001837,BR0013,HomeLoan,93892.36,16375.99,9.75,9227.42,24,2022-11-11,Active,0
LN00002022,CUST0004410,BR0009,HomeLoan,132989.67,31470.54,7.85,5633.85,48,2026-02-18,Active,0
LN00002023,CUST0003563,BR0023,HomeLoan,347046.34,41736.9,11.94,6882.96,60,2020-10-19,Active,0
LN00002024,CUST0000703,BR0045,PersonalLoan,45520.18,59532.58,7.77,8914.09,36,2019-03-30,NPA,0
LN00002025,CUST0009398,BR0030,HomeLoan,19460.49,430647.13,15.31,1274.33,48,2024-04-20,Closed,0
LN00002026,CUST0003869,BR0037,PersonalLoan,428066.04,57086.79,9.04,1172.63,240,2021-01-30,Active,0
LN00002027,CUST0005451,BR0038,PersonalLoan,85285.69,575543.09,6.89,3769.09,180,2021-12-21,Closed,0
LN00002028,CUST0007866,BR0020,HomeLoan,544310.47,106626.14,7.35,4670.25,24,2019-06-21,Active,0
LN00002029,CUST0006421,BR0039,PersonalLoan,233175.78,131941.67,10.03,2151.88,84,2020-06-07,Closed,0
LN00002030,CUST0003371,BR0049,PersonalLoan,26140.66,665696.54,12.11,8855.06,48,2024-08-03,Active,0
LN00002031,CUST0001025,BR0032,PersonalLoan,1774486.99,24121.49,8.32,12850.6,24,2025-01-25,Active,0
LN00002032,CUST0007856,BR0014,PersonalLoan,527501.12,64730.63,9.8,2386.68,12,2024-07-11,Active,0
LN00002033,CUST0003645,BR0034,AutoLoan,153180.44,25824.83,15.73,2967.97,120,2019-06-19,Closed,0
LN00002034,CUST0001690,BR0006,HomeLoan,447555.42,52836.73,6.71,3903.39,180,2023-12-17,Active,0
LN00002035,CUST0004561,BR0034,EducationLoan,304797.74,27490.49,11.43,8088.26,120,2025-10-28,Closed,0
LN00002036,CUST0004537,BR0022,GoldLoan,1623486.68,12166.95,14.99,9415.22,180,2025-12-22,Active,0
LN00002037,CUST0009077,BR0031,PersonalLoan,140607.91,39621.39,9.66,5781.61,24,2023-08-11,Active,0
LN00002038,CUST0008699,BR0011,HomeLoan,2330266.61,13657.69,15.19,14155.3,120,2021-04-15,Active,0
LN00002039,CUST0001866,BR0036,AutoLoan,27560.83,38468.86,15.6,2603.27,24,2023-07-29,Closed,0
LN00002040,CUST0009581,BR0011,AutoLoan,119716.43,17102.26,16.18,1585.09,240,2026-02-27,Active,35
LN00002041,CUST0006118,BR0028,PersonalLoan,14712.48,112089.38,8.24,3586.36,12,2019-11-20,Closed,0
LN00002042,CUST0005539,BR0001,HomeLoan,68670.56,1403532.15,10.69,3649.25,84,2021-08-30,Restructured,0
LN00002043,CUST0009194,BR0042,PersonalLoan,293475.11,38366.04,16.48,4105.43,84,2024-08-31,Active,168
LN00002044,CUST0002839,BR0045,AutoLoan,75010.09,19057.1,16.37,10200.79,48,2025-08-07,Active,0
LN00002045,CUST0005443,BR0002,HomeLoan,93736.92,39546.71,15.14,10991.62,12,2023-07-08,Active,67
LN00002046,CUST0006167,BR0017,PersonalLoan,100740.2,9642.79,6.9,1853.33,60,2022-09-02,Closed,0
LN00002047,CUST0002160,BR0039,AutoLoan,181020.82,15368.15,14.54,4918.43,60,2023-08-17,Active,56
LN00002048,CUST0002589,BR0019,HomeLoan,47958.25,110966.28,8.78,16312.31,36,2024-02-13,Active,0
LN00002049,CUST0009014,BR0015,HomeLoan,407602.12,31908.99,13.74,1670.45,120,2020-01-31,Restructured,0
LN00002050,CUST0003149,BR0037,AutoLoan,97970.89,22135.73,8.42,12012.3,84,2023-01-01,Active,100
LN00002051,CUST0007397,BR0031,GoldLoan,348320.99,129948.79,9.7,19093.18,48,2022-07-26,Restructured,0
LN00002052,CUST0006262,BR0033,AutoLoan,216352.72,9915.95,14.05,2933.42,12,2025-09-04,Active,0
LN00002053,CUST0000921,BR0033,HomeLoan,236144.16,50244.83,6.61,3375.76,24,2023-02-15,Active,0
LN00002054,CUST0001084,BR0038,EducationLoan,34856.0,58315.17,7.59,3785.38,48,2023-07-01,Active,0
LN00002055,CUST0005277,BR0018,HomeLoan,442295.96,171675.74,8.56,5786.02,84,2025-05-12,Closed,0
LN00002056,CUST0008538,BR0017,PersonalLoan,97191.75,35971.73,10.36,3661.72,48,2023-03-30,Active,0
LN00002057,CUST0005102,BR0026,HomeLoan,12542.62,22599.15,12.43,20134.34,24,2025-01-28,Active,0
LN00002058,CUST0001312,BR0017,HomeLoan,17098.94,111022.56,12.21,10728.47,48,2020-01-10,Active,0
LN00002059,CUST0003330,BR0015,HomeLoan,19781.69,10144.41,12.03,2676.53,48,2023-03-22,Closed,0
LN00002060,CUST0009876,BR0015,AutoLoan,195076.44,71324.56,13.26,2480.55,120,2020-08-30,Restructured,0
LN00002061,CUST0001445,BR0021,HomeLoan,330313.84,143452.82,13.43,2833.28,48,2022-06-07,Active,0
LN00002062,CUST0000812,BR0003,HomeLoan,416880.1,22443.82,8.83,9499.79,24,2024-04-28,Active,0
LN00002063,CUST0001119,BR0025,PersonalLoan,660301.86,174854.78,13.66,1578.62,24,2022-08-06,Active,0
LN00002064,CUST0006012,BR0045,HomeLoan,67604.17,24913.44,8.0,2356.27,84,2025-09-29,Active,0
LN00002065,CUST0005623,BR0050,PersonalLoan,3917672.14,6542.76,12.67,4092.84,24,2021-01-28,Active,0
LN00002066,CUST0002504,BR0042,PersonalLoan,105829.01,246523.75,10.68,15604.66,24,2026-01-23,Closed,0
LN00002067,CUST0004270,BR0029,AutoLoan,64989.13,132866.74,7.44,8940.81,60,2020-02-13,NPA,0
LN00002068,CUST0008034,BR0049,HomeLoan,243873.17,16478.45,16.36,5815.99,12,2025-02-12,Active,0
LN00002069,CUST0007527,BR0008,EducationLoan,113684.8,141675.67,8.12,9528.94,12,2021-01-26,Closed,0
LN00002070,CUST0005632,BR0048,AutoLoan,80072.17,29747.38,14.85,3938.41,48,2023-09-10,Closed,163
LN00002071,CUST0000272,BR0046,AutoLoan,211378.37,124258.44,15.06,4990.09,240,2019-08-19,Active,29
LN00002072,CUST0005930,BR0017,GoldLoan,18815.3,117204.43,8.92,27802.74,12,2023-10-27,Active,0
LN00002073,CUST0005001,BR0004,AutoLoan,177541.65,54170.18,7.27,3888.4,120,2024-02-15,Active,0
LN00002074,CUST0005030,BR0049,PersonalLoan,384996.68,23270.32,10.51,7174.61,12,2024-07-01,Active,0
LN00002075,CUST0004230,BR0032,HomeLoan,254639.31,52066.13,11.79,1248.31,240,2021-11-25,Closed,0
LN00002076,CUST0009714,BR0016,HomeLoan,56403.35,26431.47,11.06,6220.04,180,2019-03-26,Closed,0
LN00002077,CUST0004246,BR0027,EducationLoan,1258306.12,670701.96,12.17,3593.47,180,2023-07-21,Closed,0
LN00002078,CUST0007238,BR0011,PersonalLoan,52360.05,34673.02,15.05,4744.24,60,2019-04-02,Active,0
LN00002079,CUST0005849,BR0003,HomeLoan,715289.47,61697.45,8.91,18611.24,120,2020-10-30,Active,0
LN00002080,CUST0006030,BR0011,AutoLoan,263381.2,3709.98,6.52,1972.79,84,2025-12-31,Closed,24
LN00002081,CUST0003538,BR0004,EducationLoan,29020.95,40776.69,8.54,2875.07,60,2024-10-27,Closed,0
LN00002082,CUST0004429,BR0027,HomeLoan,646841.74,248427.36,8.2,6556.78,12,2019-12-07,Active,0
LN00002083,CUST0000561,BR0020,EducationLoan,347569.41,299968.39,11.16,10270.82,36,2020-03-05,Closed,0
LN00002084,CUST0000507,BR0032,HomeLoan,972482.38,31301.38,14.51,5481.82,12,2024-01-09,Closed,0
LN00002085,CUST0001072,BR0044,HomeLoan,278454.57,21954.3,15.43,4342.22,180,2020-12-11,Active,0
